,initial,remaining,score
0,1703,267,0.13553299492385787
1,1708,262,0.132994923857868
2,1704,266,0.1350253807106599
3,1703,267,0.13553299492385787
4,1705,265,0.13451776649746192
5,1703,267,0.13553299492385787
6,1703,267,0.13553299492385787
7,1704,266,0.1350253807106599
8,1709,261,0.13248730964467004
9,1703,267,0.13553299492385787
