,effort,accuracy
0,"[0.013289036544850499, 0.014950166112956811, 0.016611295681063124, 0.018272425249169437, 0.019933554817275746, 0.02159468438538206, 0.023255813953488372, 0.024916943521594685, 0.026578073089700997, 0.02823920265780731, 0.029900332225913623, 0.03156146179401993, 0.03322259136212625, 0.03488372093023256, 0.036544850498338874, 0.03820598006644518, 0.03986710963455149, 0.04152823920265781, 0.04318936877076412, 0.044850498338870434, 0.046511627906976744, 0.04817275747508306, 0.04983388704318937, 0.05149501661129568, 0.053156146179401995, 0.054817275747508304, 0.05647840531561462, 0.05813953488372093, 0.059800664451827246, 0.061461794019933555, 0.06312292358803986, 0.06478405315614617, 0.0664451827242525, 0.0681063122923588, 0.06976744186046512, 0.07142857142857142, 0.07308970099667775, 0.07475083056478406, 0.07641196013289037, 0.07807308970099668, 0.07973421926910298, 0.08139534883720931, 0.08305647840531562, 0.08471760797342193, 0.08637873754152824, 0.08803986710963455, 0.08970099667774087, 0.09136212624584718, 0.09302325581395349, 0.0946843853820598, 0.09634551495016612, 0.09800664451827243, 0.09966777408637874, 0.10132890365448505, 0.10299003322259136, 0.10465116279069768, 0.10631229235880399, 0.1079734219269103, 0.10963455149501661, 0.11129568106312292, 0.11295681063122924, 0.11461794019933555, 0.11627906976744186, 0.11794019933554817, 0.11960132890365449, 0.1212624584717608, 0.12292358803986711, 0.12458471760797342, 0.12624584717607973, 0.12790697674418605, 0.12956810631229235, 0.13122923588039867, 0.132890365448505, 0.1345514950166113, 0.1362126245847176, 0.1378737541528239, 0.13953488372093023, 0.14119601328903655, 0.14285714285714285, 0.14451827242524917, 0.1461794019933555, 0.1478405315614618, 0.14950166112956811, 0.1511627906976744, 0.15282392026578073, 0.15448504983388706, 0.15614617940199335, 0.15780730897009967, 0.15946843853820597, 0.1611295681063123, 0.16279069767441862, 0.1644518272425249, 0.16611295681063123, 0.16777408637873753, 0.16943521594684385, 0.17109634551495018, 0.17275747508305647, 0.1744186046511628, 0.1760797342192691, 0.1777408637873754, 0.17940199335548174, 0.18106312292358803, 0.18272425249169436, 0.18438538205980065, 0.18604651162790697, 0.1877076411960133, 0.1893687707641196, 0.19102990033222592, 0.19269102990033224, 0.19435215946843853, 0.19601328903654486, 0.19767441860465115, 0.19933554817275748, 0.2009966777408638, 0.2026578073089701, 0.20431893687707642, 0.2059800664451827, 0.20764119601328904, 0.20930232558139536, 0.21096345514950166, 0.21262458471760798, 0.21428571428571427, 0.2159468438538206, 0.21760797342192692, 0.21926910299003322, 0.22093023255813954, 0.22259136212624583, 0.22425249169435216, 0.22591362126245848, 0.22757475083056478, 0.2292358803986711, 0.23089700996677742, 0.23255813953488372, 0.23421926910299004, 0.23588039867109634, 0.23754152823920266, 0.23920265780730898, 0.24086378737541528, 0.2425249169435216, 0.2441860465116279, 0.24584717607973422, 0.24750830564784054, 0.24916943521594684, 0.25083056478405313, 0.25249169435215946, 0.2541528239202658, 0.2558139534883721, 0.2574750830564784, 0.2591362126245847, 0.260797342192691, 0.26245847176079734, 0.26411960132890366, 0.26578073089701, 0.26744186046511625, 0.2691029900332226, 0.2707641196013289, 0.2724252491694352, 0.27408637873754155, 0.2757475083056478, 0.27740863787375414, 0.27906976744186046, 0.2807308970099668, 0.2823920265780731, 0.2840531561461794, 0.2857142857142857, 0.287375415282392, 0.28903654485049834, 0.29069767441860467, 0.292358803986711, 0.29401993355481726, 0.2956810631229236, 0.2973421926910299, 0.29900332225913623, 0.30066445182724255, 0.3023255813953488, 0.30398671096345514, 0.30564784053156147, 0.3073089700996678, 0.3089700996677741, 0.3106312292358804, 0.3122923588039867, 0.313953488372093, 0.31561461794019935, 0.31727574750830567, 0.31893687707641194, 0.32059800664451826, 0.3222591362126246, 0.3239202657807309, 0.32558139534883723, 0.3272425249169435, 0.3289036544850498, 0.33056478405315615, 0.33222591362126247, 0.3338870431893688, 0.33554817275747506, 0.3372093023255814, 0.3388704318936877, 0.34053156146179403, 0.34219269102990035, 0.3438538205980066, 0.34551495016611294, 0.34717607973421927, 0.3488372093023256, 0.3504983388704319, 0.3521594684385382, 0.3538205980066445, 0.3554817275747508, 0.35714285714285715, 0.3588039867109635, 0.36046511627906974, 0.36212624584717606, 0.3637873754152824, 0.3654485049833887, 0.36710963455149503, 0.3687707641196013, 0.3704318936877076, 0.37209302325581395, 0.37375415282392027, 0.3754152823920266, 0.3770764119601329, 0.3787375415282392, 0.3803986710963455, 0.38205980066445183, 0.38372093023255816, 0.3853820598006645, 0.38704318936877075, 0.38870431893687707, 0.3903654485049834, 0.3920265780730897, 0.39368770764119604, 0.3953488372093023, 0.39700996677740863, 0.39867109634551495, 0.4003322259136213, 0.4019933554817276, 0.40365448504983387, 0.4053156146179402, 0.4069767441860465, 0.40863787375415284, 0.41029900332225916, 0.4119601328903654, 0.41362126245847175, 0.4152823920265781, 0.4169435215946844, 0.4186046511627907, 0.420265780730897, 0.4219269102990033, 0.42358803986710963, 0.42524916943521596, 0.4269102990033223, 0.42857142857142855, 0.43023255813953487, 0.4318936877076412, 0.4335548172757475, 0.43521594684385384, 0.4368770764119601, 0.43853820598006643, 0.44019933554817275, 0.4418604651162791, 0.4435215946843854, 0.44518272425249167, 0.446843853820598, 0.4485049833887043, 0.45016611295681064, 0.45182724252491696, 0.45348837209302323, 0.45514950166112955, 0.4568106312292359, 0.4584717607973422, 0.4601328903654485, 0.46179401993355484, 0.4634551495016611, 0.46511627906976744, 0.46677740863787376, 0.4684385382059801, 0.4700996677740864, 0.4717607973421927, 0.473421926910299, 0.4750830564784053, 0.47674418604651164, 0.47840531561461797, 0.48006644518272423, 0.48172757475083056, 0.4833887043189369, 0.4850498338870432, 0.4867109634551495, 0.4883720930232558, 0.4900332225913621, 0.49169435215946844, 0.49335548172757476, 0.4950166112956811, 0.49667774086378735, 0.4983388704318937, 0.5, 0.5016611295681063, 0.5033222591362126, 0.5049833887043189, 0.5066445182724253, 0.5083056478405316, 0.5099667774086378, 0.5116279069767442, 0.5132890365448505, 0.5149501661129569, 0.5166112956810631, 0.5182724252491694, 0.5199335548172758, 0.521594684385382, 0.5232558139534884, 0.5249169435215947, 0.526578073089701, 0.5282392026578073, 0.5299003322259136, 0.53156146179402, 0.5332225913621262, 0.5348837209302325, 0.5365448504983389, 0.5382059800664452, 0.5398671096345515, 0.5415282392026578, 0.5431893687707641, 0.5448504983388704, 0.5465116279069767, 0.5481727574750831, 0.5498338870431894, 0.5514950166112956, 0.553156146179402, 0.5548172757475083, 0.5564784053156147, 0.5581395348837209, 0.5598006644518272, 0.5614617940199336, 0.5631229235880398, 0.5647840531561462, 0.5664451827242525, 0.5681063122923588, 0.5697674418604651, 0.5714285714285714, 0.5730897009966778, 0.574750830564784, 0.5764119601328903, 0.5780730897009967, 0.579734219269103, 0.5813953488372093, 0.5830564784053156, 0.584717607973422, 0.5863787375415282, 0.5880398671096345, 0.5897009966777409, 0.5913621262458472, 0.5930232558139535, 0.5946843853820598, 0.5963455149501661, 0.5980066445182725, 0.5996677740863787, 0.6013289036544851, 0.6029900332225914, 0.6046511627906976, 0.606312292358804, 0.6079734219269103, 0.6096345514950167, 0.6112956810631229, 0.6129568106312292, 0.6146179401993356, 0.6162790697674418, 0.6179401993355482, 0.6196013289036545, 0.6212624584717608, 0.6229235880398671, 0.6245847176079734, 0.6262458471760798, 0.627906976744186, 0.6295681063122923, 0.6312292358803987, 0.632890365448505, 0.6345514950166113, 0.6362126245847176, 0.6378737541528239, 0.6395348837209303, 0.6411960132890365, 0.6428571428571429, 0.6445182724252492, 0.6461794019933554, 0.6478405315614618, 0.6495016611295681, 0.6511627906976745, 0.6528239202657807, 0.654485049833887, 0.6561461794019934, 0.6578073089700996, 0.659468438538206, 0.6611295681063123, 0.6627906976744186, 0.6644518272425249, 0.6661129568106312, 0.6677740863787376, 0.6694352159468439, 0.6710963455149501, 0.6727574750830565, 0.6744186046511628, 0.6760797342192691, 0.6777408637873754, 0.6794019933554817, 0.6810631229235881, 0.6827242524916943, 0.6843853820598007, 0.686046511627907, 0.6877076411960132, 0.6893687707641196, 0.6910299003322259, 0.6926910299003323, 0.6943521594684385, 0.6960132890365448, 0.6976744186046512, 0.6993355481727574, 0.7009966777408638, 0.7026578073089701, 0.7043189368770764, 0.7059800664451827, 0.707641196013289, 0.7093023255813954, 0.7109634551495017, 0.7126245847176079, 0.7142857142857143, 0.7159468438538206, 0.717607973421927, 0.7192691029900332, 0.7209302325581395, 0.7225913621262459, 0.7242524916943521, 0.7259136212624585, 0.7275747508305648, 0.729235880398671, 0.7308970099667774, 0.7325581395348837, 0.7342192691029901, 0.7358803986710963, 0.7375415282392026, 0.739202657807309, 0.7408637873754153, 0.7425249169435216, 0.7441860465116279, 0.7458471760797342, 0.7475083056478405, 0.7491694352159468, 0.7508305647840532, 0.7524916943521595, 0.7541528239202658, 0.7558139534883721, 0.7574750830564784, 0.7591362126245847, 0.760797342192691, 0.7624584717607974, 0.7641196013289037, 0.7657807308970099, 0.7674418604651163, 0.7691029900332226, 0.770764119601329, 0.7724252491694352, 0.7740863787375415, 0.7757475083056479, 0.7774086378737541]","[0.2, 0.25, 0.3, 0.35, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.7, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.85, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 1.0]"
1,"[0.013289036544850499, 0.014950166112956811, 0.016611295681063124, 0.018272425249169437, 0.019933554817275746, 0.02159468438538206, 0.023255813953488372, 0.024916943521594685, 0.026578073089700997, 0.02823920265780731, 0.029900332225913623, 0.03156146179401993, 0.03322259136212625, 0.03488372093023256, 0.036544850498338874, 0.03820598006644518, 0.03986710963455149, 0.04152823920265781, 0.04318936877076412, 0.044850498338870434, 0.046511627906976744, 0.04817275747508306, 0.04983388704318937, 0.05149501661129568, 0.053156146179401995, 0.054817275747508304, 0.05647840531561462, 0.05813953488372093, 0.059800664451827246, 0.061461794019933555, 0.06312292358803986, 0.06478405315614617, 0.0664451827242525, 0.0681063122923588, 0.06976744186046512, 0.07142857142857142, 0.07308970099667775, 0.07475083056478406, 0.07641196013289037, 0.07807308970099668, 0.07973421926910298, 0.08139534883720931, 0.08305647840531562, 0.08471760797342193, 0.08637873754152824, 0.08803986710963455, 0.08970099667774087, 0.09136212624584718, 0.09302325581395349, 0.0946843853820598, 0.09634551495016612, 0.09800664451827243, 0.09966777408637874, 0.10132890365448505, 0.10299003322259136, 0.10465116279069768, 0.10631229235880399, 0.1079734219269103, 0.10963455149501661, 0.11129568106312292, 0.11295681063122924, 0.11461794019933555, 0.11627906976744186, 0.11794019933554817, 0.11960132890365449, 0.1212624584717608, 0.12292358803986711, 0.12458471760797342, 0.12624584717607973, 0.12790697674418605, 0.12956810631229235, 0.13122923588039867, 0.132890365448505, 0.1345514950166113, 0.1362126245847176, 0.1378737541528239, 0.13953488372093023, 0.14119601328903655, 0.14285714285714285, 0.14451827242524917, 0.1461794019933555, 0.1478405315614618, 0.14950166112956811, 0.1511627906976744, 0.15282392026578073, 0.15448504983388706, 0.15614617940199335, 0.15780730897009967, 0.15946843853820597, 0.1611295681063123, 0.16279069767441862, 0.1644518272425249, 0.16611295681063123, 0.16777408637873753, 0.16943521594684385, 0.17109634551495018, 0.17275747508305647, 0.1744186046511628, 0.1760797342192691, 0.1777408637873754, 0.17940199335548174, 0.18106312292358803, 0.18272425249169436, 0.18438538205980065, 0.18604651162790697, 0.1877076411960133, 0.1893687707641196, 0.19102990033222592, 0.19269102990033224, 0.19435215946843853, 0.19601328903654486, 0.19767441860465115, 0.19933554817275748, 0.2009966777408638, 0.2026578073089701, 0.20431893687707642, 0.2059800664451827, 0.20764119601328904, 0.20930232558139536, 0.21096345514950166, 0.21262458471760798, 0.21428571428571427, 0.2159468438538206, 0.21760797342192692, 0.21926910299003322, 0.22093023255813954, 0.22259136212624583, 0.22425249169435216, 0.22591362126245848, 0.22757475083056478, 0.2292358803986711, 0.23089700996677742, 0.23255813953488372, 0.23421926910299004, 0.23588039867109634, 0.23754152823920266, 0.23920265780730898, 0.24086378737541528, 0.2425249169435216, 0.2441860465116279, 0.24584717607973422, 0.24750830564784054, 0.24916943521594684, 0.25083056478405313, 0.25249169435215946, 0.2541528239202658, 0.2558139534883721, 0.2574750830564784, 0.2591362126245847, 0.260797342192691, 0.26245847176079734, 0.26411960132890366, 0.26578073089701, 0.26744186046511625, 0.2691029900332226, 0.2707641196013289, 0.2724252491694352, 0.27408637873754155, 0.2757475083056478, 0.27740863787375414, 0.27906976744186046, 0.2807308970099668, 0.2823920265780731, 0.2840531561461794, 0.2857142857142857, 0.287375415282392, 0.28903654485049834, 0.29069767441860467, 0.292358803986711, 0.29401993355481726, 0.2956810631229236, 0.2973421926910299, 0.29900332225913623, 0.30066445182724255, 0.3023255813953488, 0.30398671096345514, 0.30564784053156147, 0.3073089700996678, 0.3089700996677741, 0.3106312292358804, 0.3122923588039867, 0.313953488372093, 0.31561461794019935, 0.31727574750830567, 0.31893687707641194, 0.32059800664451826, 0.3222591362126246, 0.3239202657807309, 0.32558139534883723, 0.3272425249169435, 0.3289036544850498, 0.33056478405315615, 0.33222591362126247, 0.3338870431893688, 0.33554817275747506, 0.3372093023255814, 0.3388704318936877, 0.34053156146179403, 0.34219269102990035, 0.3438538205980066, 0.34551495016611294, 0.34717607973421927, 0.3488372093023256, 0.3504983388704319, 0.3521594684385382, 0.3538205980066445, 0.3554817275747508, 0.35714285714285715, 0.3588039867109635, 0.36046511627906974, 0.36212624584717606, 0.3637873754152824, 0.3654485049833887, 0.36710963455149503, 0.3687707641196013, 0.3704318936877076, 0.37209302325581395, 0.37375415282392027, 0.3754152823920266, 0.3770764119601329, 0.3787375415282392, 0.3803986710963455, 0.38205980066445183, 0.38372093023255816, 0.3853820598006645, 0.38704318936877075, 0.38870431893687707, 0.3903654485049834, 0.3920265780730897, 0.39368770764119604, 0.3953488372093023, 0.39700996677740863, 0.39867109634551495, 0.4003322259136213, 0.4019933554817276, 0.40365448504983387, 0.4053156146179402, 0.4069767441860465, 0.40863787375415284, 0.41029900332225916, 0.4119601328903654, 0.41362126245847175, 0.4152823920265781, 0.4169435215946844, 0.4186046511627907, 0.420265780730897, 0.4219269102990033, 0.42358803986710963, 0.42524916943521596, 0.4269102990033223, 0.42857142857142855, 0.43023255813953487, 0.4318936877076412, 0.4335548172757475, 0.43521594684385384, 0.4368770764119601, 0.43853820598006643, 0.44019933554817275, 0.4418604651162791, 0.4435215946843854, 0.44518272425249167, 0.446843853820598, 0.4485049833887043, 0.45016611295681064, 0.45182724252491696, 0.45348837209302323, 0.45514950166112955, 0.4568106312292359, 0.4584717607973422, 0.4601328903654485, 0.46179401993355484, 0.4634551495016611, 0.46511627906976744, 0.46677740863787376, 0.4684385382059801, 0.4700996677740864, 0.4717607973421927, 0.473421926910299, 0.4750830564784053, 0.47674418604651164, 0.47840531561461797, 0.48006644518272423, 0.48172757475083056, 0.4833887043189369, 0.4850498338870432, 0.4867109634551495, 0.4883720930232558, 0.4900332225913621, 0.49169435215946844, 0.49335548172757476, 0.4950166112956811, 0.49667774086378735, 0.4983388704318937, 0.5, 0.5016611295681063, 0.5033222591362126, 0.5049833887043189, 0.5066445182724253, 0.5083056478405316, 0.5099667774086378, 0.5116279069767442, 0.5132890365448505, 0.5149501661129569, 0.5166112956810631, 0.5182724252491694, 0.5199335548172758, 0.521594684385382, 0.5232558139534884, 0.5249169435215947, 0.526578073089701, 0.5282392026578073, 0.5299003322259136, 0.53156146179402, 0.5332225913621262, 0.5348837209302325, 0.5365448504983389, 0.5382059800664452, 0.5398671096345515, 0.5415282392026578, 0.5431893687707641, 0.5448504983388704, 0.5465116279069767, 0.5481727574750831, 0.5498338870431894, 0.5514950166112956, 0.553156146179402, 0.5548172757475083, 0.5564784053156147, 0.5581395348837209, 0.5598006644518272, 0.5614617940199336, 0.5631229235880398, 0.5647840531561462, 0.5664451827242525, 0.5681063122923588, 0.5697674418604651, 0.5714285714285714, 0.5730897009966778, 0.574750830564784, 0.5764119601328903, 0.5780730897009967, 0.579734219269103, 0.5813953488372093, 0.5830564784053156, 0.584717607973422, 0.5863787375415282, 0.5880398671096345, 0.5897009966777409, 0.5913621262458472, 0.5930232558139535, 0.5946843853820598, 0.5963455149501661, 0.5980066445182725, 0.5996677740863787, 0.6013289036544851, 0.6029900332225914, 0.6046511627906976, 0.606312292358804, 0.6079734219269103, 0.6096345514950167, 0.6112956810631229, 0.6129568106312292, 0.6146179401993356, 0.6162790697674418, 0.6179401993355482, 0.6196013289036545, 0.6212624584717608, 0.6229235880398671, 0.6245847176079734, 0.6262458471760798, 0.627906976744186, 0.6295681063122923, 0.6312292358803987, 0.632890365448505, 0.6345514950166113, 0.6362126245847176, 0.6378737541528239, 0.6395348837209303, 0.6411960132890365, 0.6428571428571429, 0.6445182724252492, 0.6461794019933554, 0.6478405315614618, 0.6495016611295681, 0.6511627906976745, 0.6528239202657807, 0.654485049833887, 0.6561461794019934, 0.6578073089700996, 0.659468438538206, 0.6611295681063123, 0.6627906976744186, 0.6644518272425249, 0.6661129568106312, 0.6677740863787376, 0.6694352159468439, 0.6710963455149501, 0.6727574750830565, 0.6744186046511628, 0.6760797342192691, 0.6777408637873754, 0.6794019933554817, 0.6810631229235881, 0.6827242524916943, 0.6843853820598007, 0.686046511627907, 0.6877076411960132, 0.6893687707641196, 0.6910299003322259, 0.6926910299003323, 0.6943521594684385, 0.6960132890365448, 0.6976744186046512, 0.6993355481727574, 0.7009966777408638, 0.7026578073089701, 0.7043189368770764, 0.7059800664451827, 0.707641196013289, 0.7093023255813954, 0.7109634551495017, 0.7126245847176079, 0.7142857142857143, 0.7159468438538206, 0.717607973421927, 0.7192691029900332, 0.7209302325581395, 0.7225913621262459, 0.7242524916943521, 0.7259136212624585, 0.7275747508305648, 0.729235880398671, 0.7308970099667774, 0.7325581395348837, 0.7342192691029901, 0.7358803986710963, 0.7375415282392026, 0.739202657807309, 0.7408637873754153, 0.7425249169435216, 0.7441860465116279, 0.7458471760797342, 0.7475083056478405, 0.7491694352159468, 0.7508305647840532, 0.7524916943521595, 0.7541528239202658, 0.7558139534883721, 0.7574750830564784, 0.7591362126245847, 0.760797342192691, 0.7624584717607974, 0.7641196013289037, 0.7657807308970099, 0.7674418604651163, 0.7691029900332226, 0.770764119601329, 0.7724252491694352, 0.7740863787375415, 0.7757475083056479, 0.7774086378737541, 0.7790697674418605, 0.7807308970099668, 0.782392026578073]","[0.2, 0.25, 0.3, 0.35, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.45, 0.45, 0.45, 0.45, 0.45, 0.5, 0.5, 0.5, 0.55, 0.55, 0.55, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 1.0]"
